Chapter,Section,Sub-Section,Block,Paragraph,Classifications,Compliance,CID,ControlText
"14. Software security","14.1. Standard Operating Environments",Context,Scope,14.1.2.,,,,
"14. Software security","14.1. Standard Operating Environments",Context,Characterisation,14.1.3.,,,,
"14. Software security","14.1. Standard Operating Environments",Context,Characterisation,14.1.4.,,,,
"14. Software security","14.1. Standard Operating Environments",Context,Characterisation,14.1.5.,,,,
"14. Software security","14.1. Standard Operating Environments",References,,14.1.6.,,,,
"14. Software security","14.1. Standard Operating Environments","PSR references",,14.1.7.,,,,
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls","Developing hardened SOEs",14.1.8.R.01.,,,,
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls","Developing hardened SOEs",14.1.8.R.02.,,,,
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls","Developing hardened SOEs",14.1.8.C.01.,"All Classifications",Should,1149,"Agencies SHOULD develop a hardened SOE for workstations and servers, covering:

removal of unneeded software and operating system components;
removal or disabling of unneeded services, ports and BIOS settings;
disabling of unused or undesired functionality in software and operating systems;
implementation of access controls on relevant objects to limit system users and programs to the minimum access required;
installation of antivirus and anti-malware software;
installation of software-based firewalls limiting inbound and outbound network connections; 
configuration of either remote logging or the transfer of local event logs to a central server; and
protection of audit and other logs through the use of a one way pipe to reduce likelihood of compromise key transaction records."
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls","Maintaining hardened SOEs",14.1.9.R.01.,,,,
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls","Maintaining hardened SOEs",14.1.9.R.02.,,,,
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls","Maintaining hardened SOEs",14.1.9.R.03.,,,,
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls","Maintaining hardened SOEs",14.1.9.C.01.,"All Classifications",Must,1158,"Agencies MUST ensure that for all servers and workstations:

a technical specification is agreed for each platform with specified controls;
a standard configuration created and updated for each operating system type and version;
system users do not have the ability to install or disable software without approval; and
installed software and operating system patching is up to date."
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls","Maintaining hardened SOEs",14.1.9.C.02.,"All Classifications",Should,1159,"Agencies SHOULD ensure that for all servers and workstations:

malware detection heuristics are set to a high level;
malware pattern signatures are checked for updates on at least a daily basis;
malware pattern signatures are updated as soon as possible after vendors make them available; 
all disks and systems are regularly scanned for malicious code; and
the use of End Point Agents is considered."
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls","Default passwords and accounts",14.1.10.R.01.,,,,
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls","Default passwords and accounts",14.1.10.C.01.,"Secret, Top Secret, Confidential",Must,1162,"Agencies MUST reduce potential vulnerabilities in their SOEs by:

removing unused accounts;
renaming or deleting default accounts; and
replacing default passwords before or during the installation process."
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls","Default passwords and accounts",14.1.10.C.02.,"All Classifications",Should,1163,"Agencies SHOULD reduce potential vulnerabilities in their SOEs by:

removing unused accounts;
renaming or deleting default accounts; and
replacing default passwords, before or during the installation process."
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls","Server separation",14.1.11.R.01.,,,,
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls","Server separation",14.1.11.C.01.,"All Classifications",Should,1169,"Where servers with a high security risk have connectivity to unsecure public networks, agencies SHOULD:

use appropriately designed and configured gateways;
consider the use of cross-domain solutions;
segment networks;
maintain effective functional segregation between servers allowing them to operate independently;
minimise communications between servers at both the network and file system level as appropriate; and
limit system users and programs to the minimum access needed to perform their duties."
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls",Characterisation,14.1.12.R.01.,,,,
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls",Characterisation,14.1.12.R.02.,,,,
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls",Characterisation,14.1.12.C.01.,"All Classifications",Should,1185,"Agencies SHOULD:

characterise all servers whose functions are critical to the agency, and those identified as being at a high security risk of compromise;
store the characterisation information securely off the server in a manner that maintains integrity;
update the characterisation information after every legitimate change to a system as part of the change control process;
as part of the agency’s ongoing audit schedule, compare the stored characterisation information against current characterisation information to determine whether a compromise, or a legitimate but incorrectly completed system modification, has occurred;
perform the characterisation from a trusted environment rather than the standard operating system wherever possible; and
resolve any detected changes in accordance with the agency’s information security incident management procedures."
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls",Characterisation,14.1.12.C.02.,"All Classifications",Should,1189,"Agencies SHOULD use an Approved Cryptographic Algorithm to perform cryptographic checksums for characterisation purposes."
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls",Characterisation,14.1.12.C.03.,"All Classifications",Should,1190,"Agencies SHOULD consider characterisations in the context of a BCP or DRP and any related Business Impact Analyses and Risk Assessments. "
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls","Automated outbound connections by software",14.1.13.R.01.,,,,
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls","Automated outbound connections by software",14.1.13.C.01.,"All Classifications",Should,1193,"Agencies SHOULD review all software applications to determine whether they attempt to establish any unauthorised or unplanned external connections."
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls","Automated outbound connections by software",14.1.13.C.02.,"All Classifications",Should,1194,"If automated outbound connection functionality is included, agencies SHOULD make a business decision to determine whether to permit or deny these connections, including an assessment of the security risks involved in doing so."
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls","Automated outbound connections by software",14.1.13.C.03.,"All Classifications",Should,1195,"If automated outbound connection functionality is included, agencies SHOULD consider the implementation of Data Loss Prevention (DLP) technologies."
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls","Knowledge of software used on systems",14.1.14.R.01.,,,,
"14. Software security","14.1. Standard Operating Environments","Rationale & Controls","Knowledge of software used on systems",14.1.14.C.01.,"All Classifications",Should,1198,"Agencies SHOULD limit information that could be disclosed outside the agency about what software, and software versions are installed on their systems."
"14. Software security","14.2. Application Allow listing",Objective,,14.2.1.,,,,
"14. Software security","14.2. Application Allow listing",Context,Scope,14.2.2.,,,,
"14. Software security","14.2. Application Allow listing",References,,14.2.3.,,,,
"14. Software security","14.2. Application Allow listing","Rationale & Controls","Application allow listing",14.2.4.R.01.,,,,
"14. Software security","14.2. Application Allow listing","Rationale & Controls","Application allow listing",14.2.4.R.02.,,,,
"14. Software security","14.2. Application Allow listing","Rationale & Controls","Application allow listing",14.2.4.R.03.,,,,
"14. Software security","14.2. Application Allow listing","Rationale & Controls","Application allow listing",14.2.4.C.01.,"All Classifications",Should,1234,"Agencies SHOULD implement application allow listing as part of the SOE for workstations, servers and any other network device."
"14. Software security","14.2. Application Allow listing","Rationale & Controls","System user permissions",14.2.5.R.01.,,,,
"14. Software security","14.2. Application Allow listing","Rationale & Controls","System user permissions",14.2.5.C.01.,"All Classifications",Must,1242,"Agencies MUST ensure that a system user cannot disable the application allow listing mechanism."
"14. Software security","14.2. Application Allow listing","Rationale & Controls","System user permissions",14.2.5.C.02.,"All Classifications",Should,1246,"Agencies SHOULD prevent a system user from running arbitrary executables."
"14. Software security","14.2. Application Allow listing","Rationale & Controls","System user permissions",14.2.5.C.03.,"All Classifications",Should,896,"Agencies SHOULD restrict a system user’s rights in order to permit them to only execute a specific set of predefined executables as required for them to complete their duties."
"14. Software security","14.2. Application Allow listing","Rationale & Controls","System user permissions",14.2.5.C.04.,"All Classifications",Should,898,"Agencies SHOULD ensure that application allow listing does not replace the antivirus and anti-malware software within a system."
"14. Software security","14.2. Application Allow listing","Rationale & Controls","System administrator permissions",14.2.6.R.01.,,,,
"14. Software security","14.2. Application Allow listing","Rationale & Controls","System administrator permissions",14.2.6.C.01.,"All Classifications",Should,907,"Agencies SHOULD ensure that system administrators are not automatically exempt from application allow list policy."
"14. Software security","14.2. Application Allow listing","Rationale & Controls","Application allow listing configuration",14.2.7.R.01.,,,,
"14. Software security","14.2. Application Allow listing","Rationale & Controls","Application allow listing configuration",14.2.7.R.02.,,,,
"14. Software security","14.2. Application Allow listing","Rationale & Controls","Application allow listing configuration",14.2.7.R.03.,,,,
